m,order,mean,std,sem,count,minimum,maximum
211,inf,4.463706030246569,0.1319655380333814,0.0041731167283506265,1000,4.032524690347343,4.831289766126969
227,1.0,5.96841965154319,0.047219038348653826,0.00149319710104582,1000,5.804190012577345,6.1198997063739515
227,2.0,5.644652154739571,0.057401713402831255,0.0018152015594916113,1000,5.454651933129467,5.7966714459562985
227,inf,4.476024592062078,0.12486518462534973,0.0039485838387354364,1000,4.030636832340269,4.811253073930677
243,1.0,5.990131262191796,0.044803707682837146,0.001416817638981503,1000,5.846387612829794,6.133747421632096
243,2.0,5.662984472510979,0.055315806597088624,0.0017492393945616803,1000,5.471330151299671,5.839796389843453
243,inf,4.48291997264283,0.12209994058640639,0.0038611391442427935,1000,3.945256516528176,4.817878964973083
259,1.0,6.005561198893783,0.04316212640844638,0.0013649062810679364,1000,5.873264038629684,6.142242567848509
259,2.0,5.676174365163842,0.052865722739335964,0.0016717609400725762,1000,5.50321023827404,5.840091214871893
259,inf,4.4837799364629465,0.11239694935569057,0.0035543036201857703,1000,4.151675672675787,4.834296291769203
276,1.0,6.02503073011949,0.038784907570985704,0.0012264864676342353,1000,5.88097336376616,6.119899871967732
276,2.0,5.693107354427788,0.04833724591070703,0.001528557928974942,1000,5.51487622819079,5.814036889981342
276,inf,4.482909186184885,0.10987026072541009,0.003474402710088396,1000,3.9072705618724117,4.744739697537486
292,1.0,6.038634134736209,0.03885444047876448,0.0012286852912433892,1000,5.9194030019218,6.152828649802932
292,2.0,5.70510503055087,0.04849934405891761,0.0015336839225033516,1000,5.557875135789467,5.850218563613884
292,inf,4.480749918524534,0.10267485897384622,0.0032468641279393274,1000,4.141746663703332,4.767700552518095
308,1.0,6.0533340724721025,0.03735382616166714,0.0011812316999285316,1000,5.94585808288044,6.167346315524094
308,2.0,5.717100512162557,0.04676138615143072,0.0014787248678517638,1000,5.585205849805125,5.861147739418307
308,inf,4.474017152341975,0.1006916181128108,0.0031841485452434736,1000,4.052277729957963,4.75209178983063
324,1.0,6.063830888522023,0.03478170354526003,0.001099894041037751,1000,5.935587219398077,6.169981574904039
324,2.0,5.725250720562669,0.044318481900676304,0.0014014734524708534,1000,5.59356378074194,5.864316709955712
324,inf,4.459470059588674,0.09704593063853065,0.0030688617846847555,1000,4.07822138433306,4.7435428770389585
340,1.0,6.0741147673559,0.033889614496217815,0.0010716837083310806,1000,5.927304540106767,6.172030083231034
340,2.0,5.734477767595983,0.04260629595941972,0.0013473293789499528,1000,5.597194751010599,5.874801957931664
340,inf,4.451218684156485,0.0909077005743525,0.002874753906635511,1000,4.064982355701432,4.697352232113514
356,1.0,6.0820364700625,0.03254353352531237,0.0010291168905003601,1000,5.975221555409709,6.210733898776116
356,2.0,5.741236926847689,0.04297047858722711,0.00135884584483132,1000,5.589523088197553,5.908439578338248
356,inf,4.440932184789875,0.09125603988258517,0.0028857693627613373,1000,4.033661232877106,4.711377181836527
372,1.0,6.08843859430745,0.030727729250887598,0.000971696117577843,1000,6.000020496929705,6.20119214803003
372,2.0,5.744410034786788,0.04076268077892695,0.001289029147957757,1000,5.622990401911502,5.904640485912642
372,inf,4.419357189388637,0.08700521277933722,0.002751346406902945,1000,4.136289491261113,4.73257050013672
389,1.0,6.097526362404561,0.028892014859842243,0.0009136457314853197,1000,5.9859056453911546,6.168853594760899
389,2.0,5.752388669166415,0.03884371277767752,0.0012283460515484666,1000,5.601310250347016,5.853554480924349
389,inf,4.407675997575114,0.0811063250914052,0.0025648071993490474,1000,4.126847735541517,4.65618713171656
405,1.0,6.100255009346123,0.029429081605734382,0.0009306292732108602,1000,6.0103460109933815,6.1802461899381305
405,2.0,5.751575476921489,0.038971278090384066,0.0012323800209343096,1000,5.626154188041266,5.8677152864175754
405,inf,4.380724651605666,0.07843017323576054,0.002480179847065815,1000,4.132278288822285,4.592209051990988
421,1.0,6.107927184829515,0.027954858901373423,0.0008840102579697235,1000,6.0020424265532855,6.202675753099209
421,2.0,5.757968019150293,0.03878679691014069,0.0012265462137842583,1000,5.628400517922057,5.894740437883263
